DATAFLOW,LAST UPDATE,freq,nutrient,indic_ag,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1985,51,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1986,48,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1987,44,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1988,44,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1989,42,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1990,47,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1991,46,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1992,57,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1993,50,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1994,44,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1995,44,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1996,48,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1997,42,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1998,42,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,1999,36,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2000,48.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2001,43.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2002,44.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2003,41.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2004,30.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2005,29.5,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2006,35.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2007,38.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2008,38.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2009,28.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2010,32.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2011,35.5,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2012,33.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2013,43.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2014,29.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2015,44.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2016,29.0,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2017,44.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2018,45.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,AT,2019,34.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,1990,272,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,1991,264,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,1992,253,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,1993,242,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,1994,244,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,1995,254,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,1996,241,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,1997,232,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,1998,233,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,1999,225,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2000,189.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2001,180,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2002,169.5,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2003,151.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2004,145.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2005,145.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2006,151.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2007,144.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2008,123.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2009,129.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2010,142,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2011,143.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2012,143.1,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2013,137.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2014,131.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BE,2015,132,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1988,120,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1989,99,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1990,93,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1991,56,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1992,52,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1993,51,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1994,47,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1995,29,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1996,42,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1997,33,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1998,21,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,1999,30,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2000,28.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2001,26.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2002,21.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2003,31.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2004,18.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2005,25.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2006,24.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2007,36.4,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2008,15.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2009,20.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2010,14.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2011,11.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2012,24.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2013,15.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2014,27.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2015,28,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2016,71.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2017,65.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2018,61.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,BG,2019,28.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,1990,78.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,1991,83.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,1992,82.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,1993,71.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,1994,70.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,1995,74.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,1996,75.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,1997,61.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,1998,64.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,1999,67.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2000,63,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2001,67.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2002,65.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2003,78.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2004,64.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2005,61.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2006,71.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2007,67.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2008,64.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2009,61.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2010,68.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2011,58.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2012,60.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2013,68.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2014,64.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2015,69.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2016,69.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2017,61.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2018,67.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CH,2019,59.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,1990,171,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,1991,182,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,1992,186,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,1993,186,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,1994,210,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,1995,207,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,1996,211,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,1997,216,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,1998,214,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,1999,197,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2000,186,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2001,191.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2002,209,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2003,181.1,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2004,172.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2005,151.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2006,152.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2007,159.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2008,200.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2009,177.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2010,191.4,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2011,198.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2012,184.4,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2013,178.5,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2014,194.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CY,2015,194,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1985,105,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1986,103,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1987,105,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1988,107,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1989,103,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1990,93,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1991,47,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1992,66,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1993,48,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1994,61,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1995,56,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1996,63,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1997,54,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1998,53,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,1999,47,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2000,65.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2001,71.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2002,78.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2003,76.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2004,67.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2005,71.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2006,82.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2007,85.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2008,80.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2009,56.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2010,67.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2011,79.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2012,88,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2013,75.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2014,63.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2015,98.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2016,92.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2017,102.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2018,94.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,CZ,2019,75.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,1990,139,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,1991,118,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,1992,114,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,1993,104,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,1994,102,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,1995,109,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,1996,106,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,1997,99,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,1998,97,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,1999,102,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2000,110,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2001,97.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2002,100.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2003,113.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2004,84.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2005,85.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2006,94.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2007,79,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2008,83.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2009,65.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2010,77.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2011,88.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2012,75.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2013,78.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2014,65.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2015,81.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2016,69.05,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2017,61.51,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2018,77.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DE,2019,53.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DK,1990,178,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DK,1991,182,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DK,1992,197,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DK,1993,173,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DK,1994,171,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,DK,1995,156,e
