DATAFLOW,LAST UPDATE,freq,nutrient,indic_ag,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1998,103,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1999,102,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2000,85.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2001,80.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2002,85,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2003,91.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2004,88.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2005,96.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2006,97.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2007,99.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2008,90.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2009,88.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2010,82.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2011,97.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2012,90.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2013,102.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2014,89.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2015,86.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2016,94.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1985,70,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1986,70,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1987,70,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1988,69.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1989,78.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1990,63.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1991,38.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1992,49.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1993,29.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1994,45.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1995,33.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1996,38.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1997,42.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1998,38.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1999,40.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2000,44.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2001,39.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2002,44.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2003,50.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2004,39.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2005,44.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2006,62.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2007,52.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2008,57.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2009,47.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2010,52.0,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2011,53.0,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2012,48.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2013,54.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2014,39.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2015,47.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2016,44.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2017,48.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2018,61.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2019,47.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,1995,44.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,1996,46.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,1997,49.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,1998,51,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,1999,34.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2000,39.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2001,47.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2002,36,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2003,41.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2004,38.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2005,44.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2006,28.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2007,43.5,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2008,33,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2009,36,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2010,40.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2011,39.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2012,43.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2013,38.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2014,44.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2015,44.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2016,46.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2017,44.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2018,45.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2019,45.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1990,54,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1991,27,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1992,26,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1993,25,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1994,17,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1995,15,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1996,19,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1997,9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1998,12,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1999,8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2000,13.1,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2001,6.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2002,12.5,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2003,14,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2004,0.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2005,12.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2006,13.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2007,31.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2008,14,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2009,18.1,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2010,-0.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2011,-11.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2012,16.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2013,4.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2014,-0.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2015,8.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2016,-1.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2017,-12.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2018,-27.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,2019,-24.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1985,67.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1986,60.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1987,61.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1988,71.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1989,55.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1990,55.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1991,59.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1992,56.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1993,56.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1994,65.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1995,60.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1996,52.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1997,57.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1998,59.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,1999,54,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2000,54.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2001,57.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2002,50.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2003,50.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2004,46.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2005,44.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2006,50.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2007,45.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2008,51.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2009,30.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2010,38.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2011,42.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2012,31.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2013,34.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2014,30.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2015,31.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2016,36.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2017,35.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2018,60.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SE,2019,26.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,1991,59.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,1992,112.5,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,1993,96.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,1994,61.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,1995,66.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,1996,66.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,1997,63.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,1998,66.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,1999,70.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2000,85.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2001,86.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2002,67.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2003,97.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2004,52.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2005,43,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2006,68.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2007,59.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2008,43.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2009,54.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2010,44.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2011,49.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2012,56.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2013,68.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2014,42.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2015,44.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2016,41.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2017,64.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2018,43.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SI,2019,43.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,1990,114,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,1991,76,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,1992,56,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,1993,42,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,1994,31,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,1995,36,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,1996,36,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,1997,34,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,1998,30,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,1999,26,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2000,45.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2001,35.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2002,39.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2003,48.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2004,28.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2005,33.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2006,39.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2007,50.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2008,28.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2009,29.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2010,45.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2011,32.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2012,40.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2013,40.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2014,18.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2015,38.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2016,16.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2017,27.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2018,62.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,SK,2019,63.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,1990,136,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,1995,119,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2000,107,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2001,109,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2002,102,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2003,95.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2004,95.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2005,91,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2006,86.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2007,87.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2008,82.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2009,84.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2010,89.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2011,85.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2012,87.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2013,88.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2014,85.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2015,83.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2016,86.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,UK,2017,86.1,
