Country,Year,nitro,phospho,eutro,wasteG,wasteR,mspVal,ohiBio,co2,phCopernicus,fmsyF,bBmsy,kbaMPA,natura2kEEZ,fseRiskkRatio,tacCatch,compositeIUU,fteCoastalPop,gvaHoursW,economies,gvaNights,oResearch,sadTac,ohiArt,threatenedFish,imoRatedf
Latvia,2018,53.28282828282829,5.405405405405406,2.7027027027027026,17.391304347826086,50.901803607214426,,52.24,84.13181579035994,,,,96.1636,,44.427700117677794,,,32.081519177963976,9.889792298138747,96.26645105525333,49.39235676733687,,,89.29,,
Latvia,2019,,,7.6923076923076925,,46.9939879759519,,54.17,85.5277309454761,,,,96.1636,51.57596491846836,100.0,,90.29526836685847,29.921846302211502,11.740645932364414,67.92293822687182,48.40548171684691,,,89.64,,
Latvia,2020,,,5.88235294117647,13.559322033898304,47.99599198396793,,53.95,96.24772284944036,,,,96.1636,,,,,22.00859257620852,13.547465307686188,19.6105789472288,47.79577451384383,,,89.87,,
Latvia,2021,,,33.333333333333336,,,,55.15,91.68140315933495,58.923332356207546,,,96.1636,51.58772146392504,,,70.9521432613696,,,,,,,89.45,,82.3529411764706
Latvia,2022,,,100.0,,,100.0,54.94,,,81.38113434032739,97.3607826138139,96.1636,,,96.6961038687861,,,,,,,91.3244122655923,99.01,88.63636363636364,
Lithuania,2012,48.173515981735164,2.8571428571428577,50.0,47.05882352941176,38.97795591182365,50.0,61.37,76.33469820479853,56.54062436588435,91.7873072615244,92.3824830071469,65.53137,32.933255269320846,1.4981890008220515,98.1551501398332,,73.72509050032303,9.67518317098212,37.15380689550445,33.81713519609277,,96.0647112326221,88.71,77.27272727272728,58.8235294117647
Lithuania,2013,45.08547008547009,10.000000000000002,2.777777777777778,,42.985971943887776,,56.52,80.50888716081897,,,,77.52396,,1.7589739431412537,,,75.03676598803611,10.534298390549452,50.32150233114349,41.28335706045121,,,89.17,,
Lithuania,2014,56.72043010752689,20.000000000000004,6.25,32.0,51.30260521042085,,54.79,81.39023298510824,,,,77.52396,,3.011770642174275,,,78.73678821099237,13.81324378717162,89.84333104205115,35.70019875010757,,,89.48,,
Lithuania,2015,56.26666666666667,20.000000000000004,8.333333333333334,,54.90981963927856,,53.18,79.47670751615308,,,,83.51997,,7.287139640755007,,,76.09814010010612,14.862925000935078,64.86616307813948,42.694468957544416,,,89.81,,
Lithuania,2016,,,5.0,25.806451612903224,74.54909819639279,75.0,51.8,77.95138265572497,61.40430214396939,83.1260012848602,99.1919849627726,83.51997,76.25878220140515,11.7844371026272,98.0052294244491,,79.03700707636875,15.099927007253159,61.5139651460357,52.212723478329856,,84.3786737091497,89.95,87.5,62.745098039215684
Lithuania,2017,,,1.3513513513513513,,73.54709418837676,,50.77,75.75172199685586,,,,83.51997,,2.9157433892800233,,,79.6932401631784,18.26712500260719,99.9988544511741,47.66877970296463,,,90.14,,
Lithuania,2018,32.33716475095786,50.000000000000014,5.0,21.62162162162162,72.24448897795591,,50.4,73.57738089339425,,,,83.51997,,0.458029964253687,,,86.1972242519078,18.402183204336165,99.99999999999999,46.106782199209526,,,90.62,,
Lithuania,2019,,,6.25,,79.75951903807615,,52.77,71.95161808806763,,,,83.51997,76.25878220140515,1.4519918968263472,,51.24549739101663,92.12953563021371,19.122911107333433,89.75711229669679,47.93611834480114,,,90.93,,
Lithuania,2020,,,4.545454545454546,20.0,63.52705410821643,,51.89,73.78440353469246,,,,83.51997,,,,,91.06271851099,19.14413201933427,42.14057934920135,48.22226144143938,,,91.18,,
Lithuania,2021,,,7.142857142857142,,,,52.93,72.16433588406807,57.642074182341496,,,83.51997,76.25878220140515,,,54.14679097714067,,,,,,,90.81,,64.70588235294117
Lithuania,2022,,,100.0,,,100.0,53.19,,,82.901621282397,96.2548169942187,83.51997,,,95.2098011622882,,,,,,,88.91959064767579,97.63,88.37209302325581,
Netherlands,2012,8.27450980392157,6.250000000000002,100.0,23.52941176470588,98.29659318637273,100.0,54.5,34.45962211897226,76.72660818765854,85.8838037746261,92.7364419048367,93.31337,61.139783609003864,9.666848757857622,92.98630902405431,,20.941432119519707,100.0,84.17836644168905,39.66577838771789,,95.566376226418,55.01,83.13253012048193,84.31372549019608
Netherlands,2013,8.206923376118242,4.4444444444444455,2.941176470588235,,97.79559118236473,,54.67,34.63772137401868,,,,93.31337,,72.03042683521929,,,21.919950690477975,100.0,75.61549348298024,37.62081871268354,3.818245401564848,,54.66,,
Netherlands,2014,8.65108651086511,16.66666666666667,100.0,23.52941176470588,98.09619238476954,,53.81,36.188368136445284,,,,93.31337,,1.2166733460836725,,,12.424026075451952,100.0,61.60262674226938,34.834169785935146,3.6149159487908435,,54.62,,
Netherlands,2015,7.311157311157311,5.1282051282051295,100.0,,97.09418837675352,,55.1,34.91206068578856,,,,93.31337,,24.17325373366873,,,12.43631523284333,95.26297762820046,84.5469263341044,32.89436458558846,3.1369080033387045,,54.77,,
Netherlands,2016,7.232219365895459,4.255319148936171,100.0,25.806451612903224,95.99198396793587,100.0,54.24,34.83921249543936,74.92832082737705,88.2789689644613,89.8563569190934,96.6463,78.15673838245658,3.5943005295795896,95.043900329568,,12.987307439178258,64.86950676629404,21.38979717916302,40.62590756081982,3.2485248490256384,88.7610108009061,55.29,91.48936170212768,86.27450980392157
Netherlands,2017,7.728937728937729,9.090909090909092,100.0,,96.19238476953909,,54.67,35.480295093395576,,,,96.6463,,12.272899103839801,,,13.038129727368117,66.68054895829208,58.09790569963513,39.74538437785114,3.598533229327878,,56.04,,
Netherlands,2018,7.17687074829932,2.8985507246376816,33.333333333333336,24.242424242424242,94.48897795591182,,53.38,36.5101145998689,,,,96.6463,,0.9908165293868623,,,15.463898563428394,65.15871862890403,77.82895850233052,46.46351461993565,,,57.44,,
Netherlands,2019,,,100.0,,95.89178356713427,,52.95,38.03995855998939,,,,96.6463,78.15673838245658,1.5753284295473495,,46.306308239801396,15.93514399839002,59.56584418752183,79.58742941694659,45.512191617631245,,,59.02,,
Netherlands,2020,,,100.0,21.62162162162162,95.09018036072146,,55.1,43.939379629594725,,,,96.6463,,,,,15.31865817021702,46.389874967900624,40.346287887404735,31.666511198394236,,,69.41,,
Netherlands,2021,,,0.3952569169960475,,,,55.96,42.925951725521365,73.8497449914382,,,96.6463,85.27131782945737,,,51.24549739101663,,,,,,,57.98,,92.15686274509804
Netherlands,2022,,,5.555555555555556,,,100.0,55.96,,,93.83490989633671,96.7062942253112,96.6463,,,97.1585990798374,,,,,,,89.2148335720111,60.35,89.04761904761905,
Poland,2012,29.244629244629245,6.666666666666668,25.0,32.0,26.252505010020037,25.0,45.03,42.10245017505229,51.34344437992717,89.2635800356787,96.5688840098242,87.25113,80.459386743157,0.44171641450839416,99.7624083650757,,36.379925873510835,19.23739455208649,62.903197879934766,60.05720088379173,,94.9169947166006,87.82,76.92307692307692,80.3921568627451
Poland,2013,25.669099756691,6.250000000000002,5.0,,20.84168336673347,,44.46,42.63450022246489,,,,87.25113,,0.7356763127586499,,,36.115546091001995,21.333198654259586,52.70759594246646,57.61210308879764,1.2291270721232272,,87.97,,
Poland,2014,35.343383584589624,66.66666666666669,7.142857142857142,25.806451612903224,35.87174348697395,,43.4,44.24043764900977,,,,87.25113,,0.6666638360065168,,,32.86123057664352,22.825105465201865,44.64664562922229,38.51427448468836,1.3029146587799512,,71.36,,
Poland,2015,29.428172942817298,9.523809523809526,10.0,,39.77955911823648,,42.22,43.754609894520534,,,,87.25113,,0.7897811717193712,,,33.5933090399317,23.615814305949456,47.61857854209721,42.33361081603336,0.8688952177294712,,71.92,,
Poland,2016,31.897203325774758,25.000000000000007,10.0,23.52941176470588,54.90981963927856,50.0,42.39,42.24170016023881,57.362451036851034,89.5800109824968,98.1352561953272,87.25113,80.44826896137684,0.2803892065887461,98.7974926415371,,34.73728435354982,20.772319891959707,59.16069608273235,41.0723947221169,0.8534811764162678,80.7697287790955,74.67,87.23404255319149,84.31372549019608
Poland,2017,29.063360881542703,15.384615384615389,7.142857142857142,,46.09218436873748,,42.34,40.5383752379086,,,,87.25113,,0.3601388870737346,,,35.7878599800233,23.450211993556458,94.27368313191675,42.54875986543238,0.8235807907207481,,76.09,,
Poland,2018,22.761596548004317,5.000000000000001,12.5,14.545454545454545,52.104208416833664,,42.15,40.572724693831,,,,87.31556,,0.337319014247124,,,36.73039504259537,23.688540884398126,72.58091104698602,41.51385192260286,,,76.21,,
Poland,2019,,,4.761904761904763,,45.09018036072144,,42.37,42.865032560558454,,,,87.31556,80.459386743157,0.35600678435154853,,72.70773919226959,36.97659229547537,24.355913633107136,73.64973261504002,42.0595525017841,,,76.01,,
Poland,2020,,,4.545454545454546,13.559322033898304,,,42.45,45.24304169419346,,,,87.31556,,,,,35.33634198433479,27.25012952554134,80.94413487536951,27.72591639523711,,,75.03,,
Poland,2021,,,33.333333333333336,,,,42.45,41.185794749932214,52.13667131186474,,,87.31556,80.55944677917861,,,70.9521432613696,,,,,,,72.35,,86.27450980392157
Poland,2022,,,100.0,,,100.0,42.59,,,74.8534704411727,92.2843198146738,87.31556,,,94.911954019751,,,,,,,86.83308954221461,77.61,86.27450980392157,
Portugal,2012,32.042520880789674,4.651162790697676,1.9230769230769231,47.05882352941176,39.478957915831664,25.0,73.37,72.42066507822713,76.52934565162617,78.73271116107,98.7462824669165,68.28585,0.5078908185140665,1.1307992768806068,96.06558295767739,,15.794767424447167,14.91129886439564,61.985137241708586,53.680932889119404,,98.8623295927751,77.81,89.57345971563981,68.62745098039215
Portugal,2013,36.34797588285961,6.060606060606062,25.0,,45.09018036072144,,71.21,74.49730559408053,,,,68.28585,,0.7468605814407133,,,17.325198745485658,16.561277072059887,80.80545008328838,62.73709232778779,,,72.1,,
Portugal,2014,31.32887899034893,5.000000000000001,10.0,36.36363636363637,48.59719438877756,,71.21,74.14094140308788,,,,68.28585,,1.3960250029782157,,,18.03739520812097,15.810878157729682,97.88629364856318,63.290166766077185,100.0,,69.0,,
Portugal,2015,31.753197893152752,4.4444444444444455,1.9607843137254901,,51.40280561122245,,70.76,67.83480592472512,,,,70.30955,,1.1780129613181018,,,17.664325552921248,16.0629475487257,55.514836474252064,55.856188199558446,100.0,,64.32,,
Portugal,2016,30.121341898643827,3.5714285714285725,3.571428571428571,26.666666666666668,50.0,50.0,70.9,69.65004295565652,75.29618976037214,84.16127628501539,97.78640518678749,70.43105,6.148101271192487,0.3235426000177999,97.5420630032279,,18.095508034974785,16.776657439070437,96.46706167794102,57.46123276567907,100.0,94.5962743640592,64.99,94.7310647639956,76.47058823529412
Portugal,2017,31.32887899034893,4.255319148936171,20.0,,60.320641282565134,,70.68,63.30705750254189,,,,70.43105,,0.6559080686724428,,,21.456698586955252,16.682226062088276,74.09152206237725,67.91022907330124,,,62.69,,
Portugal,2018,30.915750915750916,3.508771929824562,1.4925373134328357,22.22222222222222,56.71342685370742,,70.68,67.13247279439484,,,,70.76779,,0.713412234990954,,,26.98058015357463,16.46046561339852,96.53560957869148,84.39510284123219,,,65.46,,
Portugal,2019,,,3.8461538461538463,,59.018036072144284,,71.0,71.69398513654264,,,,70.76779,8.18217121975167,0.47927870220985935,,47.35255544983533,27.595095767744958,17.531064735967675,82.22420036742221,83.74973905217054,,,68.21,,
Portugal,2020,,,7.6923076923076925,18.6046511627907,57.014028056112224,,70.86,86.10085902177686,,,,70.76779,,,,,17.85064790557662,17.06877779088706,9.280986818044063,67.52014534680299,,,63.22,,
Portugal,2021,,,3.8461538461538463,,,,70.86,88.75168403395838,73.62070974947376,,,70.76779,8.18217121975167,,,70.19417292307199,,,,,,,60.25,,86.27450980392157
Portugal,2022,,,0.5235602094240838,,,100.0,70.86,,,94.8428066859574,98.7941842781957,70.76779,,,98.9633055610455,,,,,,,91.9516783129565,66.08,92.578125,
Spain,2012,41.86507936507937,4.4444444444444455,5.88235294117647,33.33333333333333,53.30661322645292,25.0,69.84,58.295610008752654,76.22808331986874,92.064992078069,99.4438292181352,62.51987,3.5150291810934697,10.216784819546445,81.6194921721647,,23.01422450528535,25.501542969052014,3.312836728706804,53.8680190069727,,91.2620368676261,73.45,89.93839835728953,86.27450980392157
Spain,2013,49.01277584204414,6.896551724137932,11.111111111111112,,58.61723446893787,,67.15,63.88357720621224,,,,62.55468,,6.967267633783893,,,23.387183618730216,24.206884452308884,80.6620920151151,54.20373023795217,68.13857133647377,,72.6,,
Spain,2014,35.70219966159053,5.263157894736843,33.333333333333336,33.33333333333333,59.118236472945895,,67.15,62.92129850993427,,,,84.84646,,8.546356484450357,,,22.17064723167163,27.403409015397738,22.1335236468121,51.74247505337374,,,72.04,,
Spain,2015,36.53679653679654,5.1282051282051295,0.6211180124223602,,61.22244488977956,,67.15,59.06846089297855,,,,85.76788,,8.392387709330428,,,23.587060537654366,24.89253614361415,83.22748806638911,55.08865878726017,,,71.77,,
Spain,2016,36.068376068376075,2.8985507246376816,5.555555555555556,50.0,61.923847695390776,25.0,67.15,61.08819564174311,74.56345097511824,88.531210219697,96.93080041082929,85.84322,27.92043318285462,3.0026408759137757,94.5045394320129,,24.831959907979375,23.418571602979007,85.33415430631013,56.31636347972238,100.0,84.58960304373629,71.37,94.64646464646464,86.27450980392157
Spain,2017,28.532792427315755,2.4096385542168677,100.0,,64.12825651302605,,67.15,58.008847154936745,,,,85.84396,,3.545326999047502,,,26.237343031126102,22.420036046414445,93.82126565823864,60.765158738598636,100.0,,71.2,,
Spain,2018,,,0.3690036900369004,47.05882352941176,66.23246492985972,,67.15,58.99469170683712,,,,85.84396,,4.3549477731473605,,,29.481806657448274,25.493749338210897,97.16243940000575,71.42743334499133,,,70.66,,
Spain,2019,,,1.724137931034483,,66.93386773547094,,67.15,63.15417467415247,,,,85.84521,27.920763977996828,4.131086836572761,,54.60868413000854,28.7996045811092,26.29707140015251,8.835392831024134,70.59123302050494,,,70.27,,
Spain,2020,,,2.4390243902439024,42.10526315789473,55.61122244488978,,67.15,78.0404387852563,,,,85.86279,,,,,18.070642162040865,26.326202495773277,0.0,44.842960203624756,,,69.99,,
Spain,2021,,,1.0989010989010988,,,,67.15,72.09504890681457,73.50925139581268,,,85.86279,28.009086280966144,,,48.68826642613923,,,,,,,67.9,,88.23529411764706
Spain,2022,,,1.6666666666666667,,,75.0,67.15,,,91.93769089615171,96.50437040027569,85.86279,,,98.5177134758453,,,,,,,88.3438570600708,73.08,92.51386321626616,
Sweden,2012,45.08547008547009,100.0,14.285714285714285,44.44444444444444,58.21643286573147,25.0,60.98,70.3904198355267,61.64445254051982,91.4754166849543,96.4300340200774,56.67376,20.023989305661946,0.7165335625107214,96.7053340050353,,10.492028285923816,30.69236256126314,43.10917532441112,62.00618106244087,,90.1553664558795,94.77,77.27272727272728,82.3529411764706
Sweden,2013,40.772946859903385,100.0,5.0,,57.11422845691383,,60.35,73.07825890447783,,,,56.67456,,0.8656614858108089,,,9.808336898106068,31.884127809700107,10.961825921768032,56.367294506544475,,,94.55,,
Sweden,2014,45.819761129207386,100.0,4.761904761904763,25.806451612903224,56.91382765531062,,60.01,76.49970421480914,,,,57.02672,,0.9665400562114519,,,10.232109508946849,36.35416133894951,90.1351229357468,59.69367460902299,,,94.57,,
Sweden,2015,44.37434279705574,100.0,2.5,,59.519038076152306,,60.24,77.57653514503447,,,,57.0337,,0.8077113205517764,,,10.324199705404407,36.00012803786609,84.54053279636133,56.2676991623495,,,94.93,,
Sweden,2016,38.328792007266124,100.0,4.545454545454546,25.0,61.82364729458918,50.0,60.09,77.79476037097496,65.71492249169768,78.2257665036742,97.1718332028287,59.73273,43.40605225720484,0.6321575870408377,98.4848969069249,,11.198807584700388,34.465893003538135,71.46805101498842,75.72588828283622,,89.15920659844629,95.51,87.12121212121212,90.19607843137256
Sweden,2017,39.84891406987725,100.0,3.125,,49.29859719438878,,57.79,80.21112343528694,,,,59.74495,,0.677492260156974,,,11.471557289607798,33.94917973777446,65.905795987973,73.78480593517021,,,95.62,,
Sweden,2018,23.212321232123216,4.8780487804878065,3.225806451612903,20.51282051282051,51.30260521042085,,56.65,81.9129544116312,,,,59.94616,,0.889198045662384,,,12.242863850743891,37.06072132886145,100.0,81.27975803059374,,,95.73,,
Sweden,2019,,,2.1276595744680855,,54.70941883767535,,56.3,85.0303464201868,,,,60.20927,43.43609253263124,0.9894145517724969,,70.9521432613696,13.958145815468818,34.63971047958622,80.16697647472218,80.20999730098912,,,95.86,,
Sweden,2020,,,1.5151515151515151,24.242424242424242,50.80160320641283,,56.41,99.6174317728475,,,,60.4589,,,,,10.685917955270064,36.98596032778039,14.63650715719519,74.42779276342254,,,95.96,,
Sweden,2021,,,2.3809523809523814,,,,56.95,95.30793087910561,62.24994900571903,,,60.46026,43.485444413688924,,,70.9521432613696,,,,,,,95.08,,94.11764705882354
Sweden,2022,,,0.14992503748125938,,,100.0,56.12,,,74.9625497258808,91.413094261281,60.46026,,,95.6002026951746,,,,,,,87.3371508774915,97.37,84.02777777777777,
United Kingdom,2012,16.076190476190476,3.333333333333334,,21.62162162162162,38.17635270541083,25.0,58.59,47.25689539458502,77.86530695817265,98.1350980799536,96.7157273107748,80.23372,33.70485891280795,3.8102264069186225,95.7344989174222,,10.121653587874452,86.26904156048982,100.0,59.32010113191537,,79.4515053046796,81.35,86.72985781990522,78.43137254901961
United Kingdom,2013,15.930539826349568,2.8571428571428577,,,46.59318637274549,,60.56,48.54467374409185,,,,80.23372,,2.2262018350347836,,,10.404529556320623,81.21080194011613,37.71536434621471,,100.0,,82.76,,
United Kingdom,2014,16.529573051312184,4.000000000000001,,19.51219512195122,48.19639278557115,,61.25,53.20617397879447,,,,80.4301,,3.4417787184438553,,,9.153974177131854,72.83902516144842,39.8245745833435,,97.16643260101573,,84.0,,
United Kingdom,2015,16.886754701880754,4.000000000000001,,,47.99599198396793,,65.66,55.69616329858673,,,,80.43025,,7.872709581392375,,,8.855117401991578,62.06505027928646,46.595424232913594,40.94374879527194,85.97426876846406,,84.61,,
United Kingdom,2016,16.26204238921002,3.333333333333334,,17.77777777777778,58.61723446893787,50.0,66.4,59.38499582130421,76.30280437922914,95.8727976006547,95.6369011985559,80.43096,57.72935927220915,4.26798699700102,93.625840894756,,9.92472492820739,52.19493168613186,20.980994352826233,39.53003374200025,94.75916003796455,81.32692910400769,84.41,93.82716049382717,78.43137254901961
United Kingdom,2017,16.33759194734805,3.448275862068966,,,58.717434869739485,,66.56,61.669915260198,,,,80.78616,,0.8863508808936438,,,9.69740456992094,71.02795419997764,89.45499395399096,,100.0,,83.81,,
United Kingdom,2018,,,,18.181818181818183,56.312625250501,,66.56,63.320562334637884,,,,81.21426,,1.7843829392998982,,,10.11919009814662,68.54764780559134,57.26842611987711,,,,82.74,,
United Kingdom,2019,,,,,,,65.98,66.29199450830137,,,,81.23336,60.22534022326176,2.9259302999343144,,47.35255544983533,10.040614436779574,67.81118547379573,0.0,,,,81.76,,
United Kingdom,2020,,,,,,,66.44,74.533451232837,,,,81.23336,,,,,,67.75518944945735,0.0,,,,81.04,,
United Kingdom,2021,,,,,,,66.56,,74.77045096045784,,,81.23336,,,,41.915876350065275,,,,,,,79.3,,78.43137254901961
United Kingdom,2022,,,,,,100.0,66.56,,,90.76127720664489,97.2602988143324,81.23336,,,98.1667257649506,,,,,,,82.9548854090847,79.79,91.33709981167608,
